query,percent_eqgen,percent_osqp
T1,0.18919477336993848,0.8108052266300616
T2,0.23329450066240334,0.7667054993375967
T3,0.1805422850996257,0.8194577149003743
T4,0.7328800260813446,0.2671199739186554
T5,0.5378150101156058,0.46218498988439416
