query,percent_eqgen,percent_osqp
T1,0.43768093672103187,0.5623190632789681
T2,0.42797271212255683,0.5720272878774431
T3,0.4017986449853165,0.5982013550146834
T4,0.13883237152144082,0.8611676284785591
T5,0.1370984996168383,0.8629015003831617
