query,percent_eqgen,percent_osqp
T1,0.1659335434674338,0.8340664565325663
T2,0.21799620201626074,0.7820037979837392
T3,0.16205643267122274,0.8379435673287773
T4,0.988397082418659,0.01160291758134106
T5,0.6254555047177642,0.37454449528223566
