query,percent_eqgen,percent_osqp
T1,0.7223838725683489,0.2776161274316511
T2,0.7399861313226607,0.2600138686773393
T3,0.7466272726437657,0.2533727273562344
T4,0.8723757299217216,0.12762427007827837
T5,0.6563613502476187,0.3436386497523814
