query,percent_eqgen,percent_osqp
T1,0.4781950802603705,0.5218049197396295
T2,0.5345261402196826,0.4654738597803174
T3,0.5421671261032637,0.45783287389673627
T4,0.22285363270763095,0.7771463672923691
T5,0.2419490748772464,0.7580509251227536
