query,percent_eqgen,percent_osqp
T1,0.7117345418624865,0.2882654581375134
T2,0.688548477068985,0.3114515229310149
T3,0.6922940253507042,0.30770597464929583
T4,0.4554051233174737,0.5445948766825264
T5,0.48692161762173874,0.5130783823782612
